6960417.605925243,1.1778791739044062e-06
6974404.309190388,1.084381663602244e-06
6920655.865673634,1.000213210864723e-06
6937151.884108074,9.74564175289591e-07
6846220.733094975,9.629921385395994e-07
6820045.415581028,9.530954921194217e-07
6784734.714733133,9.590889191881605e-07
6656381.866248482,1.0371004802142848e-06
6614914.685619157,1.0343962990775904e-06
6615217.044689243,9.708646405725362e-07
6606037.009753618,9.645657746148908e-07
6598986.504293811,9.536718622473863e-07
6477943.453745661,1.0154709115112247e-06
6445287.046744927,9.875538416571525e-07
6444433.238347712,9.51685878442194e-07
6411872.826647806,9.62637685181917e-07
6377061.189689417,9.346543976189865e-07
6352696.753758302,9.274492401743426e-07
6284999.366984792,9.361592396115826e-07
6276455.183948002,9.306139671646065e-07
6217551.329458868,9.428079307285013e-07
6202955.3748259,9.521403986441797e-07
6172367.075712976,9.464901541103926e-07
6139491.330021916,9.225587565261622e-07
6123491.528133392,9.107248236689564e-07
6060044.135056115,9.138467248512559e-07
6038060.770042786,9.197190853111493e-07
6022779.832114885,9.342719484158269e-07
5953325.467382327,9.275716334239748e-07
5937991.624991023,9.204823780761645e-07
5927857.449244469,9.034239654447419e-07
5933563.354209541,9.018171034866548e-07
5921823.39988158,9.005906134183414e-07
5905498.120072157,8.990251157197334e-07
5893618.678377173,9.043335194309825e-07
5890001.679177329,8.991806422058591e-07
5880939.334059027,8.928821170949186e-07
5867131.681767345,8.878686535152793e-07
5808477.690303115,8.970412676870041e-07
5807013.466398375,9.006586112046408e-07
5772183.2296673,9.336606311099772e-07
5762339.329621256,9.308574038050333e-07
5732743.512398908,9.40181460696217e-07
5709289.558647434,9.600746876400322e-07
5695267.25312239,9.587528374219176e-07
5683680.772728921,9.519231758170474e-07
5679851.243655961,9.699983449538482e-07
5675780.881133162,9.82245864583234e-07
5660511.822920408,9.983024753222308e-07
5650088.23817035,1.0108941666229226e-06
5639691.683811111,9.986260398386344e-07
5620309.88167728,1.0216579969386448e-06
5616820.287469897,1.0143506809933446e-06
5582987.910851624,9.866158307849842e-07
5555254.608510105,9.748592493148253e-07
5534601.019990412,9.59243321541323e-07
5500571.765530619,9.63247275601937e-07
5484219.71274654,9.686242497317233e-07
5483645.753842984,9.709204066689396e-07
5473870.358963109,9.80754090343183e-07
5471812.404633751,9.847835054748497e-07
5463464.049953416,9.884275157986749e-07
5457027.853283529,9.927424461075688e-07
5407096.933723876,9.576163030243987e-07
5359713.504628386,9.425782823909604e-07
5359879.373039822,9.478478559846946e-07
5340033.594507206,9.675779324325093e-07
5328088.601217136,9.774193445355315e-07
5318165.4137851205,9.947159734112036e-07
5308044.825847666,1.008844110170342e-06
5298283.7396659665,1.0440069020315407e-06
5307162.209661663,1.064920666103939e-06
5286986.139412041,1.0410515746060158e-06
5235974.764820311,1.0938799035176645e-06
5217320.922973959,1.090691926181322e-06
5201362.154327491,1.0824607714007356e-06
5183247.81668636,1.0895771392602167e-06
5153885.152414412,1.1787082237872376e-06
5157928.154999489,1.205552518527853e-06
5163362.086326057,1.2430521720968757e-06
5087508.299035329,1.250795860769366e-06
5072450.4112324305,1.2515280560634859e-06
5080378.518091566,1.3262313410723876e-06
5106339.106734593,1.3486569448808776e-06
5113110.436011248,1.4235821176105602e-06
5120306.147127277,1.456028950144038e-06
5125031.171984864,1.5108287244748725e-06
5009438.099900592,1.4022261675949045e-06
4995935.436589958,1.420678332643586e-06
5008806.85449901,1.697713919030245e-06
5033385.697664745,1.7743477784996637e-06
5032180.226899289,1.8310919283773852e-06
5044901.747303761,1.852746335827951e-06
5116599.979282039,2.1418585152434993e-06
5133099.509398717,2.4420044532706288e-06
5151920.976150741,2.606593939724064e-06
5109709.765743106,2.501007962418641e-06
5128807.362081879,2.469643582030535e-06
5068780.477493277,2.7235462219786023e-06
5094563.736362904,2.8439023794518246e-06
